"FECHA","PM25","PM10","NO2","NO","NOX","SO2","H2S","CO","O3","O3_8H","CO_8H","HR","PRESION","PRECIPITACION","TEMPERATURA","DIRECCION_VIENTO","VELOCIDAD_VIENTO","RADIACION","ESTACION","LAT","LON","REFERENCIA"
"2024-07-18 18:00",11.8284,31.2207,29.2539792885951,5.49469580211697,20.033,5.05453072397875,7.18745783916217,338.734180920799,28.8647085937753,43.6903400002423,325.949058274571,76.339,944.4938,0,13.95,275,2.093,0,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-18 19:00",18.3083,38.5605,47.5678320896681,9.02675832579272,32.65025,4.81641705369624,7.74357555900971,438.476802809844,15.6742759181144,40.3701272091567,332.923835074213,77.746,944.8913,0,12.83,265,0.919,0,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-18 20:00",23.7258,50.2619,72.1909547737252,30.24656222792,63.07008,5.78508628158064,6.19523274079097,666.045000758369,2.72587426463056,34.3065979080627,372.141984083905,78.435,945.1201,0,12.76,129,0.728,0,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-18 21:00",27.5453,82.8218,66.1085615436013,37.3419383974368,65.62341,7.10869458315974,6.38244681115106,766.940287623294,2.7422961514083,27.5717508919327,419.489178019294,77.231,945.312,0,12.65,217,0.635,0,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-18 22:00",35.1303,84.1276,72.0376724458788,73.9011389811498,98.52758,7.25640907790141,6.32614576657795,1105.30998090072,2.79068077133488,21.3244336677263,521.10228968895,76.508,945.4694,0,12.6,265,0.464,0,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-18 23:00",30.7803,78.1321,67.7136438040998,70.7571234912466,93.62483,7.52560303026015,5.37820437687007,1095.76173296869,2.8191742852433,16.0486280737251,625.36108581807,80.365,945.3821,0,12.43,282,0.927,0,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-19 00:00",17.1822,30.7118,23.1374877933932,2.11114971005017,14.01083,5.4930542016661,2.07429249666119,324.965182109981,22.0774597862877,13.7309227581085,632.078800349907,85.741,945.8062,0,10.74,207,0.981,0,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-19 01:00",12.0422,25.7349,28.3788594463017,1.10573072259438,15.99599,4.2210019254237,2.1524016967891,345.777506704267,18.3739603245991,12.0085537619242,635.251334349496,85.773,945.5886,0,10.51,291,0.429,0,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-19 02:00",NA,9.68918,29.2275545437332,1.12036131644556,16.45033,4.18407853984093,1.57134783076444,362.858728287517,17.8146919647316,10.6273016832937,638.266902770335,86.141,945.4193,0,10.45,138,0.633,0,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-19 03:00",25.7351,59.7456,40.9284127609153,14.0506890194846,33.241,5.17402232163999,2.28370067063951,609.817256625035,4.05464998723655,9.174848441934,659.684459497234,81.185,944.8649,0,9.73,259,0.487,0,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-19 04:00",16.6333,33.1272,29.450199475886,1.73303762832721,17.04556,5.81706489826142,1.34934841471271,384.985979557545,17.4330543015489,11.0132459465488,624.552081847131,85.524,944.5804,0,10.2,276,0.999,0,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-19 05:00",NA,2.97509,18.088332179604,1.28812130488664,10.68035,4.53937118546453,1.23296166591063,309.732392678593,29.1207401132829,14.3105514417831,567.401094979044,87.199,944.5007,0,9.65,109,1.273,0,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-19 06:00",19.3057,31.9406,42.3389863300535,10.8745698587466,31.41158,4.26024055237795,2.14007365178854,517.324079827681,5.54789966726997,14.655203803775,493.902857344914,86.579,943.7553,0,8.72,267,0.824,0,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-19 07:00",19.4895,34.0522,49.9915172114565,17.2485684116595,40.6545,5.0500678605206,1.55099429534759,543.201671910845,5.01983465828545,14.9302863504053,424.832849712683,87.654,944.6106,0,9.18,291,1.052,0,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-19 08:00",22.9709,43.5105,47.2397891004293,21.3446415611206,42.58991,5.09468863794815,1.97479452858531,594.072146201984,8.14583077458557,13.1888327239425,458.471220224183,88.031,945.4326,0,9.26,258,0.694,0.081,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-19 09:00",31.2592,62.3315,61.3094705313841,53.4027654432418,76.19775,5.87346616854975,1.72696292592473,801.782122931847,11.4673570320903,12.3255073123789,515.471797252631,77.035,945.9476,0,11.16,257,1.173,0.427,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-19 10:00",29.7936,76.0069,46.205838674251,31.9055483374943,50.40833,5.59268815217962,2.26833102050374,628.914783085623,19.3392450692799,12.5160764504474,548.728804102394,77.971,946.6335,0,12.23,244,1.871,0.541,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-19 11:00",23.7255,86.439,32.7325101330326,15.1328247523038,29.7715,5.23441764519927,1.51900797877006,438.803158381199,30.6007898850413,15.834343937673,527.352041821915,64.743,946.2993,0,13.76,212,1.073,0.765,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-19 12:00",29.1118,69.2495,41.8535985610892,18.1638254092235,37.044,5.1355275052621,1.46917330590215,499.331581880627,33.4110144480247,17.8315889559825,541.6452421123,59.375,944.9391,0,16.16,262,1.854,0.822,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-19 13:00",23.2153,56.7839,29.6859909537031,9.02436014931945,23.088,5.501034451054,0.880645005270174,377.005497986018,44.3035191048587,19.7294363299295,550.054380275728,50.103,944.2452,0,17.65,267,1.658,0.79,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-19 14:00",16.5733,48.9142,26.9054871418655,7.44270817754799,20.40175,5.72032499946225,1.49465005803092,354.820991352595,44.9641228093149,24.6564642226851,529.741494216342,51.461,943.7415,0,19.1,268,1.898,0.678,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-19 15:00",2.45543,32.4833,23.4666216261921,6.61502080857603,17.85067,6.43076624288656,3.46890955392181,310.040655555115,43.511092918179,29.4678715051718,500.596367171876,55.862,943.6607,0,18.87,262,2.267,0.5,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-19 16:00",23.3437,48.5143,24.7688255299253,6.40694373221861,18.42316,5.77674460310986,4.78155235716306,332.082023780049,42.2858580845204,33.7353749189136,467.847601869134,66.391,943.9868,0,17.23,268,2.461,0.291,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-19 17:00",20.2372,41.3473,30.9983697947817,8.22858754111736,23.18658,5.00395160478636,5.17336348719463,371.297138255481,29.5465828505879,35.9952781462258,414.036978784589,74.961,944.5516,0,15.34,259,2.097,0.093,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-19 18:00",0.737639,23.1292,35.3320467597736,6.359229220566,23.97075,4.84073494525079,3.19182531735675,386.993696130373,21.1402015452329,36.22039770572,383.796842915182,79.841,945.1743,0,13.26,283,1.367,0,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-19 19:00",48.5852,68.3671,45.0336520382972,9.96304322162007,32.06992,4.76337864530948,4.576058003077,460.451411281059,15.4873422981158,34.3312167573543,386.502874527665,81.779,945.2249,0,12.65,250,1.421,0,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-19 20:00",34.3312,55.665,47.2966822343845,7.84531845996032,31.54333,4.43664151628461,4.12304693536405,464.762740144745,12.1593701213776,31.6747612165234,382.181769310679,81.221,945.6278,0,12.65,118,1.015,0,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-19 21:00",NA,21.4057,46.5352922370589,2.50001003845283,26.78008,4.62234535049841,3.03203445921424,459.507613870847,10.4064313287007,27.4376252445036,392.494533796283,81.6,945.5057,0,12.53,10,0.893,0,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-19 22:00",23.978,51.4678,48.6580549974312,6.50285239081849,31.17217,4.89954312370698,3.72855785523177,503.75364261712,9.22785827871695,22.9705921781789,411.111115204349,82.447,945.5049,0,12.47,58,0.99,0,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-19 23:00",23.5653,47.5292,41.9129931121737,1.66876159208859,23.64533,4.47926657660236,3.6798587335252,462.915338589424,11.4459550104527,18.9624499397131,430.220450583637,82.112,945.4352,0,12.29,251,0.927,0,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-20 00:00",24.6654,44.1143,27.5185600303081,1.48360519470973,15.84075,4.36070212311024,4.18984102999359,400.877205667982,19.5017489497179,16.1144362978628,438.819848319629,82.985,945.6028,0,12.23,233,0.919,0,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-20 01:00",20.3929,33.7905,15.8217454573576,1.04494657850349,9.264224,4.44655462555052,5.85666851036854,334.605153134165,26.7118108143592,15.7600897933342,434.233350179464,84.954,945.6338,0,11.76,268,1.332,0,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
"2024-07-20 02:00",23.6445,36.5715,14.2311187547956,0.966177828227286,8.354283,4.07441100370054,5.66532047645548,329.710735649659,27.2514235355778,16.5239925421273,427.072980119375,84.092,944.8373,0,11.55,117,0.932,0,"EMCA - 02",-17.99325,-70.243305,"Instituto Vigil"
