TOA5,GR_TACNA_ECA,CR1000,57624,CR1000.Std.26,CPU:AireGRT.CR1,5872,Horario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,no_Avg,no2_Avg,nox_Avg,flow_no_Avg,pres_no_Avg,temp_no_Avg,flags_no,so2_Avg,flow_so2_Avg,pres_so2_Avg,lamp_int_so2_Avg,lamp_volt_so2_Avg,temp_so2_Avg,cs_Avg,h2s_Avg,h2s_converter_Avg,flags_so2,co_Avg,flow_co_Avg,pres_co_Avg,agc_int_co_Avg,chamber_temp_co_Avg,temp_co_Avg,flags_co,o3_Avg,flow_a_o3_Avg,flow_b_o3_Avg,lamp_temp_o3_Avg,lamp_volt_o3_Avg,bench_temp_o3_Avg,flags_o3,operation_mode,system_status,case_temp_Avg,cap_temp_Avg,amb_temp_Avg,amb_rh_Avg,amb_pres_Avg,flow_control_Avg,bypass_flow_mas_Avg,bypass_flow_vol_Avg,vacuum_pump_pres_Avg,TeomA_flow_vol_Avg,TeomA_air_tube_Avg,TeomA_filter_load_Avg,TeomA_mass_conc_Avg,TeomA_1h_conc_Avg,TeomA_24h_conc_Avg,TeomA_frecuency_Avg,TeomA_noise_Avg,TeomB_flow_vol_Avg,TeomB_air_tube_Avg,TeomB_filter_load_Avg,TeomB_mass_conc_Avg,TeomB_1h_conc_Avg,TeomB_24h_conc_Avg,TeomB_frecuency_Avg,TeomB_noise_Avg,Dichot_conc_Avg,Dichot_1h_conc_Avg,Dichot_24h_conc_Avg
TS,RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg
6/6/2023 15:00,0,6.541639,1.576622,8.118555,0.6415555,203.1583,28.65278,CC000000,1.879278,1.026278,611.8666,98.52778,783.1227,31.21667,4.846833,2.967333,296.1945,4.00E+00,1780.111,1.059333,697.7166,198601.3,48.08889,33.40833,8C040000,18.05917,0.6935278,0.724611,53.13889,30.7,30.01944,0C100000,2,0,29.99953,29.99922,25.70314,58.75291,0.9377166,1,11.9944,11.9944,0.2589166,2.9967,30.00461,21.66807,0,0,0,257.2892,0,1.671534,30.15108,7.940456,0,0,0,275.0405,0,0,0,0
6/6/2023 16:00,1,19.60962,12.53187,32.14141,0.6397916,204.09,28.95167,CC000000,1.221257,1.025883,612.7058,98.575,784.7184,31.4625,4.40385,3.182567,324.2,4.00E+00,1636.317,1.057892,697.8075,198709.2,48.08167,33.325,8C040000,15.83858,0.6929166,0.7241166,53.1425,30.7,30.035,0C100000,4,0,29.99969,29.99921,24.85764,61.66642,0.9378166,1,11.99392,11.99395,0.259,2.996819,29.99968,21.99368,2.088093,0,0,257.2895,0.001938158,1.671335,30.00011,8.044265,5.516383,0,0,275.0346,0.005551891,7.604475,0,0
6/6/2023 17:00,2,24.26064,14.15779,38.41866,0.6395083,204.4275,30.43583,CC000000,1.122152,1.023767,613.2275,98.425,784.9475,32.60917,4.775033,3.652817,324.3,4.00E+00,1565.1,1.056225,697.8499,198609.5,48.11833,34.3375,8C040000,11.70362,0.6916666,0.72305,53.1975,30.7,31.04583,0C100000,4,0,29.99987,29.99942,23.16166,67.72333,0.9382583,1,11.99392,11.99388,0.2579333,2.996439,30.00043,22.17747,8.046694,0,0,257.2892,0.003191833,1.671653,30.0003,8.139564,19.1912,0,0,275.0277,0.0071067,27.2379,0,0
6/6/2023 18:00,3,36.83533,19.87147,56.7065,0.6407583,204.7625,30.96167,CC000000,1.522227,1.023175,613.6799,98.525,783.7246,33.14583,6.365466,4.843266,324.3167,4.00E+00,1597.05,1.056008,698.1375,198561.4,48.135,34.69416,8C040000,7.145983,0.6909832,0.7230666,53.22333,30.7,31.9425,0C100000,4,0,29.99997,29.99973,21.40253,74.11082,0.9391083,1,11.99374,11.99374,0.2580167,2.996545,30.00075,22.40551,12.03217,9.946392,0,257.2887,0.002955117,1.671557,29.99976,8.226355,21.14536,19.73201,0,275.0201,0.006535758,33.17753,29.6784,0
6/6/2023 19:00,4,37.05241,21.45517,58.50808,0.642025,205.08,31.13667,CC000000,1.420075,1.022942,614.1049,98.59167,783.8391,33.25333,5.791383,4.371316,324.4333,4.00E+00,1606.6,1.0557,698.5775,198545.7,48.15916,34.82666,8C040000,6.248125,0.6904417,0.7224583,53.23667,30.7,32.19917,0C100000,4,0,29.99989,30.00084,21.05902,76.35179,0.9395249,1,11.99369,11.99371,0.2577667,2.996607,29.99971,22.62333,15.59645,14.45399,0,257.2881,0.003200108,1.671676,29.99994,8.23997,22.13205,21.7122,0,275.0123,0.007298608,37.7285,36.16619,0
6/6/2023 20:00,5,21.96874,16.96657,38.93559,0.6430083,205.0925,31.23166,CC000000,1.304757,1.023025,614.3224,98.50833,784.8464,33.365,4.970916,3.666217,324.45,4.00E+00,1462.65,1.05545,698.72,198531.2,48.16167,34.90083,8C040000,7.794692,0.690075,0.7220333,53.24666,30.7,32.38417,0C100000,4,0,30.00004,30.00083,20.91486,76.94083,0.93975,1,11.99371,11.99369,0.257925,2.996209,29.99981,22.7816,13.41109,14.78528,0,257.2877,0.003019392,1.67121,30.00019,8.406744,21.17365,22.64705,0,275.005,0.006682674,34.58474,37.43233,0
6/6/2023 21:00,6,13.877,13.03917,26.91608,0.6431167,205.23,31.22167,CC000000,1.059537,1.022908,614.5424,98.5,785.3046,33.35667,5.921617,4.862083,324.4,4.00E+00,1393.2,1.055192,698.9575,198530,48.15667,34.9125,8C040000,9.80905,0.6903999,0.7223333,53.24166,30.7,32.40083,0C100000,4,0,29.99977,29.9991,20.63629,77.97857,0.9399167,1,11.99369,11.99369,0.2583333,2.996181,30.00013,22.82925,11.08406,11.88573,0,257.2872,0.003166133,1.67154,30.00027,8.410147,16.19183,18.00901,0,274.9993,0.005511441,27.2759,29.89475,0
6/6/2023 22:00,7,12.78323,11.93828,24.72183,0.6431167,205.2025,31.295,CC000000,1.341517,1.023267,614.7299,98.46667,785.8099,33.4025,7.871316,6.530083,324.525,4.00E+00,1332.467,1.055817,699.2175,198522.4,48.16583,34.94167,8C040000,10.30579,0.6903666,0.7225,53.23417,30.7,32.4525,0C100000,4,0,29.9999,30.00054,20.45136,78.87856,0.9403,1,11.99369,11.99369,0.257625,2.996472,29.99973,22.98751,10.14189,11.16931,0,257.2869,0.002942192,1.6715,29.99982,8.464603,15.21513,15.04271,0,274.9938,0.005474533,25.35703,26.21203,0
6/6/2023 23:00,8,7.322291,9.237691,16.55992,0.6431,205.455,31.32083,CC000000,1.134453,1.023517,615.0125,98.6,786.6892,33.39583,6.008333,4.873917,324.4,4.00E+00,1277.908,1.056308,699.535,198523,48.165,34.94917,8C040000,12.51013,0.6902916,0.7224333,53.24083,30.7,32.5,0C100000,4,0,29.99988,30.00087,20.20041,79.57667,0.94055,1,11.99397,11.9939,0.2578,2.996394,30.00014,23.01133,7.366663,7.902871,0,257.2866,0.00283195,1.671551,29.99985,8.425462,10.83632,14.17569,0,274.9898,0.006053866,18.20298,22.07856,0
7/6/2023 0:00,9,2.905058,5.738775,8.643816,0.6437083,205.2125,31.34333,CC000000,1.220255,1.023875,615.235,98.58334,787.2416,33.40333,6.168317,4.948016,324.375,4.00E+00,1235.15,1.056292,699.66,198515.3,48.16167,34.95583,8C040000,14.9945,0.6903916,0.722575,53.23916,30.7,32.50083,0C100000,4,0,29.99979,30.00023,20.07455,79.77547,0.9406666,1,11.99369,11.99369,0.2581417,2.996573,29.99981,23.02155,7.424326,7.803576,0,257.2863,0.003043975,1.671693,30.00012,8.485023,8.971178,8.380055,0,274.9863,0.004800192,16.3955,16.18363,0
7/6/2023 1:00,10,1.953658,3.507741,5.461417,0.6432333,205.23,31.26917,CC000000,1.02432,1.023758,615.19,98.475,787.4775,33.3875,5.125533,4.101266,324.475,4.00E+00,1197.3,1.056583,699.715,198506.1,48.16333,34.935,8C040000,17.34258,0.69045,0.7225333,53.24,30.7,32.5,0C100000,4,0,29.99979,30.00007,19.8887,80.46313,0.9405916,1,11.99392,11.99392,0.257975,2.996713,29.99979,23.05388,6.427249,6.506343,0,257.2861,0.0030392,1.671454,29.99974,8.456093,8.45763,9.219233,0,274.9833,0.004665983,14.88488,15.72557,0
7/6/2023 2:00,11,2.068125,4.299974,6.368141,0.642575,205.19,31.29,CC000000,1.03951,1.0236,615.0075,98.475,787.6763,33.395,4.589283,3.549817,324.4833,4.00E+00,1185.992,1.055975,699.5225,198510.2,48.165,34.96,8C040000,16.85067,0.6904333,0.7225,53.2425,30.7,32.49916,0C100000,4,0,30.0001,29.99911,19.87289,80.90176,0.9405,1,11.99385,11.99385,0.2582,2.996433,30,23.17811,5.59867,6.034131,0,257.286,0.003037,1.671562,29.99971,8.517358,6.514771,7.320228,0,274.981,0.004083733,12.11344,13.35436,0
7/6/2023 3:00,12,3.069408,3.419742,6.48925,0.6422583,205.075,31.28917,CC000000,0.9743538,1.022875,614.6224,98.6,787.4775,33.42083,4.67805,3.703683,324.4333,4.00E+00,1169.233,1.055608,699.0599,198503.1,48.17,34.96833,8C040000,16.99948,0.6900083,0.721875,53.2425,30.7,32.5,0C100000,4,0,29.99997,29.99996,19.85068,80.71526,0.9400833,1,11.99355,11.9935,0.2579417,2.99654,29.99987,23.21214,4.106676,4.959291,0,257.286,0.002857042,1.67146,30.00006,8.522465,6.122212,5.97442,0,274.9788,0.004239741,10.22889,10.93371,0
7/6/2023 4:00,13,3.405433,5.165842,8.571766,0.6431416,205.035,31.28666,CC000000,0.8901346,1.022917,614.53,98.59167,787.1542,33.39833,4.370833,3.480667,324.4333,4.00E+00,1186.942,1.055425,698.9675,198501.6,48.16667,34.95333,8C040000,15.57192,0.6899332,0.722025,53.2475,30.7,32.5,0C100000,4,0,30.00002,30.00047,19.75744,79.59509,0.9400666,1,11.99352,11.9935,0.258125,2.996512,30.00014,23.37891,5.834284,4.041734,0,257.2859,0.003069425,1.671574,30.00034,8.622869,6.264284,6.263118,0,274.9765,0.004315608,12.09857,10.30485,0
7/6/2023 5:00,14,3.734408,10.35927,14.09358,0.6428833,204.8575,31.23166,CC000000,0.9199893,1.023025,614.3275,98.33334,786.8947,33.33916,4.145833,3.225816,324.425,4.00E+00,1267.7,1.0555,698.725,198506.1,48.16,34.885,8C040000,6.181908,0.6900166,0.7221166,53.23916,30.7,32.43167,0C100000,4,0,29.99986,29.99928,19.25097,75.95768,0.9396917,1,11.9939,11.9939,0.2579583,2.996663,29.99969,23.39253,11.09953,7.308236,0,257.2854,0.003274183,1.671568,30.00012,8.633079,9.562724,6.847078,0,274.9725,0.005566525,20.66225,14.15532,0
7/6/2023 6:00,15,25.97287,15.16267,41.13533,0.6429666,204.8725,31.18417,CC000000,1.337929,1.023567,614.49,98.48333,787.8516,33.18917,4.4424,3.104466,324.4667,4.00E+00,1432.942,1.055883,698.895,198517.7,48.15833,34.77917,8C040000,1.483489,0.6903499,0.7224666,53.23333,30.7,32.2925,0C100000,4,0,30.00012,29.99952,18.14253,76.80889,0.9398167,1,11.99357,11.99355,0.2578416,2.9965,30.00031,23.51846,20.46806,16.8951,0,257.2845,0.003573525,1.671557,29.99993,8.665414,16.85214,13.16956,0,274.9657,0.00732315,37.32019,30.06466,0
7/6/2023 7:00,16,17.02612,14.46341,31.49011,0.6449,205.255,31.18583,CC000000,1.298852,1.023775,614.78,98.48333,789.3104,33.22667,4.560466,3.261616,324.3583,4.00E+00,1368.417,1.055975,699.2525,198514.5,48.16333,34.80333,8C040000,5.751572,0.6903833,0.7223333,53.24083,30.7,32.29417,0C100000,4,0,30.0003,30.00032,19.0102,77.20528,0.9403417,1,11.99385,11.99385,0.2581333,2.996259,30.00016,23.6546,21.79149,23.91809,0,257.2838,0.003186666,1.671602,29.99991,8.755606,19.92407,20.1033,0,274.9583,0.006539175,41.71556,44.0214,0
7/6/2023 8:00,17,38.8957,20.71309,59.61016,0.6521333,205.745,31.10583,CC000000,1.460348,1.024367,615.1049,98.56667,789.947,33.18417,4.732167,3.271783,324.3583,4.00E+00,1586.742,1.05695,699.7249,198516.9,48.1375,34.73333,8C040000,5.431666,0.6912416,0.7232083,53.23833,30.7,32.21167,0C100000,4,0,30.00002,30.00032,19.46636,76.3304,0.94075,1,11.99371,11.99376,0.2581167,2.996478,30.00036,23.80266,17.28321,16.27227,0,257.2831,0.003325942,1.671653,29.99997,8.723272,14.28992,15.88515,0,274.9526,0.006687633,31.57313,32.15742,0
7/6/2023 9:00,18,30.93033,16.30675,47.23708,0.65235,205.7275,30.8975,CC000000,1.385883,1.025667,615.5175,98.60833,790.2031,32.99416,5.260499,3.87455,324.2667,4.00E+00,1418.3,1.058458,700.15,198542.6,48.10167,34.55166,8C040000,8.715124,0.6925,0.7248833,53.2125,30.7,31.8475,0C100000,4,0,29.99991,29.99951,21.10056,70.68044,0.9412833,1,11.9935,11.9935,0.2585917,2.996198,29.99977,23.95411,22.92746,24.35253,0,257.2823,0.003213217,1.671824,29.99994,8.827081,23.23647,18.32967,0,274.9432,0.009586907,46.16393,42.68221,0
7/6/2023 10:00,19,19.77455,12.57222,32.34642,0.6522167,205.7275,30.90583,CC000000,1.46612,1.025867,615.6525,98.48333,790.823,33.05583,5.001299,3.535167,324.225,4.00E+00,1289.825,1.059033,700.35,198527,48.10583,34.6375,8C040000,14.26741,0.6926416,0.724775,53.21833,30.7,31.82833,0C100000,4,0,29.99982,29.99943,21.98262,66.58104,0.9415666,1,11.99336,11.99334,0.2586083,2.995868,30.0001,24.14812,14.42287,17.349,0,257.2817,0.003549025,1.671932,30.00021,8.832185,29.64659,30.05133,0,274.9328,0.008687949,44.06945,47.40034,0
7/6/2023 11:00,20,10.38472,9.8264,20.21075,0.6522833,205.5975,31.11,CC000000,1.335055,1.024492,615.3325,98.46667,790.6713,33.52417,4.644583,3.30955,324.25,4.00E+00,1202.15,1.057492,700.0275,198481.8,48.1125,34.94,8C040000,19.62341,0.6924666,0.7243,53.24166,30.7,32.11333,0C100000,4,0,30.00006,29.99967,23.59651,60.54998,0.9412,1,11.99374,11.99371,0.2589333,2.995868,30.00057,24.17024,12.44049,11.55333,0,257.2813,0.003507692,1.671983,29.99992,8.961519,21.60933,24.16786,0,274.9236,0.009712333,34.04982,35.72119,0
7/6/2023 12:00,21,10.05619,9.957167,20.01355,0.6525667,205.39,31.2275,CC000000,1.1641,1.023183,615.07,98.63333,790.2637,33.86333,4.522433,3.358317,324.2833,4.00E+00,1183.883,1.057133,699.65,198457.7,48.11167,35.10416,8C040000,22.93208,0.6915916,0.72395,53.26083,30.7,32.46833,0C100000,4,0,30.00039,29.99972,25.21974,55.22064,0.9406666,1,11.9935,11.99355,0.2591917,2.996114,30.00041,24.35913,12.0972,13.5947,0,257.281,0.003222067,1.671994,29.99984,8.951308,22.70341,20.98766,0,274.9149,0.008172667,34.80061,34.58235,0
7/6/2023 13:00,22,13.36642,13.03022,26.39625,0.6522333,205.415,31.55167,CC000000,1.413642,1.022867,614.7299,98.45834,789.92,33.855,4.010667,2.597117,324.3333,4.00E+00,1202.65,1.056525,699.245,198428,48.13334,35.34249,8C040000,23.41017,0.6912082,0.7233583,53.25417,30.7,32.58833,0C100000,4,0,30.00002,29.99975,27.23527,48.88027,0.9404083,1,11.99247,11.99258,0.2585,2.995342,30.00026,24.56165,12.25392,10.19707,0,257.2806,0.0034926,1.672051,29.99964,9.112976,26.20877,23.80201,0,274.9054,0.009062434,38.46431,33.99908,0
7/6/2023 14:00,23,14.92141,12.07534,26.99692,0.6518499,205.4525,31.59,CC000000,1.383022,1.022275,614.4424,98.54166,789.637,33.89833,4.397216,3.014367,324.2833,4.00E+00,1197.233,1.055742,698.9575,198418,48.13334,35.37917,8C040000,21.97516,0.690875,0.7232583,53.24,30.7,32.68833,0C100000,4,0,29.99992,29.99981,27.76639,48.20431,0.940175,1,11.99263,11.99258,0.2587583,2.995286,30.00036,24.76586,14.28689,14.3289,0,257.2801,0.003176758,1.671972,30.00002,9.196364,33.00429,31.00391,0,274.8939,0.009929316,47.2923,45.33281,0
7/6/2023 15:00,24,13.05239,10.5325,23.58527,0.649425,205.1325,31.40667,CC000000,1.519118,1.022392,614.2575,98.65,789.4821,33.73,5.864933,4.345883,324.25,4.00E+00,1139.233,1.055975,698.7975,198431.3,48.12833,35.23083,8C040000,20.84075,0.6910083,0.7230917,53.2575,30.7,32.55333,0C100000,4,0,29.99959,30.0008,27.06589,51.84727,0.939975,1,11.99291,11.99282,0.258675,2.995638,29.99957,24.83904,11.81383,13.53529,0,257.2796,0.002954933,1.672398,30.00014,9.138504,31.94884,33.86975,0,274.8829,0.009147216,43.7519,47.40504,0
7/6/2023 16:00,25,17.85325,12.02792,29.8815,0.6451916,204.7175,31.0475,CC000000,1.246537,1.023475,614.4325,98.525,789.4349,33.35083,4.69615,3.449633,324.2333,4.00E+00,1186.833,1.056217,699.0025,198471.9,48.12083,34.91417,8C040000,16.32207,0.69145,0.7237583,53.245,30.7,32.22583,0C100000,4,0,29.99967,30.00051,25.40961,59.16095,0.9401166,1,11.99348,11.99334,0.259125,2.995605,29.9995,24.83904,12.50602,11.12326,0,257.2791,0.003532675,1.672085,30.00013,9.181048,29.60648,31.16133,0,274.8723,0.008286408,42.11238,42.2846,0
7/6/2023 17:00,26,26.153,14.71706,40.87058,0.6445,204.77,30.86833,CC000000,1.430623,1.0243,614.7025,98.48333,788.9599,33.05,5.796233,4.36555,324.2583,4.00E+00,1264.992,1.057025,699.2549,198507.2,48.11916,34.66,8C040000,11.22867,0.6916834,0.7235,53.21416,30.7,31.91,0C100000,4,0,29.99977,30.00049,23.85454,63.85585,0.94025,1,11.99355,11.99357,0.2584667,2.99594,29.99892,24.95305,14.81385,14.68096,12.17767,257.2784,0.003745341,1.671864,30.00008,9.136802,25.32599,26.25415,18.35934,274.8629,0.008052583,40.13865,40.93512,30.53701
7/6/2023 18:00,27,38.13483,19.32708,57.4625,0.6456583,204.9125,31.05,CC000000,1.314492,1.024642,615.275,98.55833,788.6736,33.13417,7.435483,6.121017,324.3417,4.00E+00,1348.108,1.057342,699.8174,198494.5,48.1325,34.7425,8C040000,6.07235,0.691775,0.7236999,53.215,30.7,31.99,0C100000,4,0,30.00021,30.00007,21.89371,70.56669,0.941075,1,11.99298,11.99294,0.2580417,2.995666,29.99982,25.00921,15.34252,14.82833,12.47668,257.2776,0.0038045,1.672182,29.99986,9.213381,23.95669,23.99348,18.68208,274.8539,0.007855741,39.29984,38.8228,31.16043
7/6/2023 19:00,28,38.379,18.69664,57.07558,0.6469833,205.06,31.22916,CC000000,1.249272,1.024725,615.6275,98.51667,788.5927,33.19833,7.4333,6.18405,324.3833,4.00E+00,1338.758,1.057083,700.18,198484.6,48.15,34.8125,8C040000,4.990233,0.6913,0.7235,53.22833,30.7,32.165,0C100000,4,0,29.99999,29.99945,20.62573,74.825,0.9412749,1,11.99256,11.99258,0.2579583,2.995056,29.99978,25.1947,14.74483,15.38384,12.51709,257.2768,0.003750833,1.672125,30.00005,9.247417,25.16848,24.21846,18.78651,274.8445,0.007985558,39.91332,39.60229,31.3036
7/6/2023 20:00,29,17.22381,12.37454,29.598,0.6469416,205.34,31.32667,CC000000,1.306088,1.02485,615.9825,98.48333,788.7713,33.23667,5.681983,4.375983,324.4833,4.00E+00,1187.075,1.057225,700.45,198474.1,48.15667,34.85833,8C040000,7.928233,0.6910833,0.7233583,53.2325,30.7,32.30083,0C100000,4,0,29.9997,30.00045,19.81361,77.80896,0.9415416,1,11.99303,11.99301,0.2576167,2.995733,29.99964,25.25767,13.25585,13.62888,12.46891,257.2762,0.003363583,1.671977,30.00005,9.271242,21.22968,25.12847,18.8899,274.8371,0.0059409,34.48181,38.75734,31.35881
7/6/2023 21:00,30,11.19912,10.93961,22.13883,0.6468333,205.5225,31.3275,CC000000,1.206123,1.025175,616.2125,98.5,789.2901,33.25833,7.8225,6.616667,324.4,4.00E+00,1146.792,1.057433,700.7275,198470.2,48.1575,34.88,8C040000,9.093616,0.6912416,0.7234499,53.23167,30.7,32.33083,0C100000,4,0,29.99998,29.99972,19.79851,78.74857,0.9420334,1,11.99317,11.99317,0.2580583,2.995728,29.99997,25.39551,12.82881,13.27372,12.52674,257.2756,0.003446292,1.671994,30.00022,9.356332,14.72233,16.88314,18.84299,274.8316,0.006126083,27.54176,30.15686,31.36973
7/6/2023 22:00,31,3.910608,11.64339,15.5535,0.6480417,205.5,31.35416,CC000000,1.205535,1.025267,616.5475,98.45834,789.0508,33.27916,6.156667,4.9512,324.45,4.00E+00,1132.508,1.057583,701.0875,198462.7,48.16167,34.9175,8C040000,7.84745,0.6912166,0.723425,53.24833,30.7,32.39417,0C100000,4,0,29.99973,30.00036,19.82137,79.19154,0.9424499,1,11.99312,11.9931,0.258175,2.99598,29.99985,25.44657,12.76217,12.48701,12.58091,257.2751,0.003524292,1.671835,30.00016,9.385262,12.94191,13.34894,18.77179,274.8266,0.005309733,25.70574,25.83596,31.35271
7/6/2023 23:00,32,5.161375,14.15308,19.31458,0.647525,205.48,31.375,CC000000,1.034499,1.025208,616.495,98.58334,789.1351,33.325,4.972216,3.9377,324.4083,4.00E+00,1172.6,1.057383,700.9474,198457.5,48.15916,34.9525,8C040000,4.999008,0.6911583,0.7235083,53.24833,30.7,32.40917,0C100000,4,0,30.00009,30.00092,19.96672,78.51936,0.9421417,1,11.99303,11.99305,0.257975,2.995728,29.99965,25.49252,13.96058,13.74048,12.8246,257.2746,0.003694008,1.67171,29.99948,9.373349,14.80598,13.25965,18.73302,274.8208,0.0064083,28.77088,27.00012,31.55762
8/6/2023 0:00,33,5.13405,15.65633,20.78983,0.6476917,205.31,31.35,CC000000,1.123897,1.025075,616.2474,98.46667,789.3743,33.29917,5.2681,4.144083,324.4917,4.00E+00,1202.392,1.057333,700.695,198457.8,48.16333,34.92,8C040000,2.820783,0.691125,0.7231833,53.23333,30.7,32.4025,0C100000,4,0,30.00014,29.99961,19.53528,78.47759,0.9420416,1,11.99303,11.9931,0.2582083,2.995711,30.00032,25.66269,17.1585,14.05758,13.08519,257.274,0.003827917,1.672006,30.00009,9.449929,17.13832,16.77388,19.08277,274.8145,0.00579965,34.29682,30.83146,32.16795
8/6/2023 1:00,34,4.73605,15.78792,20.52475,0.6469749,205.365,31.32,CC000000,1.32234,1.024817,616.0125,98.49167,789.1418,33.25,5.42785,4.10555,324.3667,4.00E+00,1194.258,1.057358,700.475,198461.8,48.15499,34.88083,8C040000,1.863021,0.6911083,0.7231833,53.2325,30.7,32.38667,0C100000,4,0,30.00005,29.99963,18.94737,79.67535,0.9416916,1,11.99294,11.99298,0.2582,2.995196,29.99969,25.74438,19.49265,19.82914,13.63767,257.2734,0.003505633,1.672034,30.00015,9.444822,13.55548,15.45738,19.34006,274.8094,0.005307233,33.04225,35.28652,32.97774
8/6/2023 2:00,35,5.249792,14.8595,20.109,0.6459583,205.46,31.3275,CC000000,1.152557,1.024658,615.765,98.61667,788.7982,33.225,4.862033,3.709416,324.4417,4.00E+00,1173.033,1.056783,700.1775,198457.8,48.15916,34.8675,8C040000,2.260129,0.6908,0.7228916,53.23083,30.7,32.3675,0C100000,4,0,30.00013,29.99914,18.76288,80.28354,0.9411417,1,11.99331,11.99336,0.25785,2.995884,30.00012,25.82947,21.04345,20.53665,14.24661,257.2728,0.003827833,1.672216,30.00009,9.485663,14.8592,12.51984,19.55887,274.8034,0.006365741,35.90265,33.0565,33.80547
8/6/2023 3:00,36,3.380933,12.14717,15.52825,0.6468416,205.16,31.30333,CC000000,1.038385,1.024183,615.5025,98.675,789.162,33.2375,4.753633,3.7153,324.325,4.00E+00,1114.367,1.056533,699.89,198454.8,48.1575,34.88083,8C040000,4.855341,0.6907166,0.722675,53.25083,30.7,32.385,0C100000,4,0,30.00022,29.99949,18.8402,80.78469,0.9410166,1,11.99298,11.99296,0.2579917,2.995403,29.99978,25.89583,19.58744,20.68695,14.89652,257.2722,0.003810216,1.672057,30.00028,9.506084,15.82462,16.90341,20.01197,274.7976,0.006108833,35.41206,37.59036,34.90849
8/6/2023 4:00,37,5.745866,13.50292,19.24891,0.6461166,205.2675,31.3125,CC000000,0.9908316,1.024092,615.3825,98.53333,789.0408,33.22333,4.835333,3.844517,324.4417,4.00E+00,1169.933,1.056608,699.695,198453.5,48.15,34.85583,8C040000,2.720155,0.6906833,0.7227666,53.20083,30.7,32.3625,0C100000,4,0,29.99982,29.99968,18.33153,80.51852,0.9408166,1,11.99298,11.99298,0.2580417,2.995694,30.00024,25.91966,18.13292,17.84421,15.4713,257.2717,0.003962266,1.672057,29.99992,9.536716,14.5786,14.87482,20.3709,274.7921,0.005892341,32.71784,32.71903,35.8422
8/6/2023 5:00,38,20.4013,15.31175,35.7135,0.645725,205.065,31.30333,CC000000,1.206949,1.024125,615.21,98.475,789.152,33.19,4.96465,3.757717,324.4083,4.00E+00,1259.692,1.0564,699.6275,198461,48.15499,34.81166,8C040000,0.4111289,0.6906083,0.7226583,53.24083,30.7,32.3,0C100000,4,0,30.00016,29.99981,17.06569,81.97219,0.9406999,1,11.9931,11.99312,0.257925,2.996276,30.0003,26.12047,21.78359,19.4854,15.98346,257.2711,0.003942058,1.672108,30.0002,9.664351,10.66353,13.45898,20.64937,274.7879,0.005352366,32.44712,32.94438,36.63283
8/6/2023 6:00,39,14.73732,13.48511,28.22225,0.6460499,205.21,31.34083,CC000000,1.089057,1.024583,615.625,98.575,789.9099,33.18917,4.660767,3.5717,324.4417,4.00E+00,1147.408,1.056783,700.03,198456.2,48.15916,34.81833,8C040000,4.579313,0.6908666,0.7227833,53.21583,30.7,32.3,0C100000,4,0,29.99998,29.9999,17.73064,82.63257,0.9410416,1,11.99272,11.99272,0.2582667,2.995756,30.00015,26.13068,20.07439,22.71308,16.22588,257.2704,0.00432825,1.672,29.99995,9.611594,12.9555,10.35946,20.53228,274.7826,0.005257725,33.0299,33.07254,36.75816
8/6/2023 7:00,40,28.04965,15.87866,43.92933,0.6465833,205.1375,31.29833,CC000000,1.126835,1.024842,615.8724,98.54166,790.1357,33.17833,4.506033,3.379216,324.4167,4.00E+00,1221.542,1.056967,700.2375,198456.5,48.15833,34.81833,8C040000,4.715591,0.691075,0.7232333,53.22417,30.7,32.3,0C100000,4,0,30.00004,30.00055,17.62969,82.44009,0.94135,1,11.99282,11.99282,0.2581583,2.995616,29.99929,26.18684,15.0963,16.2615,15.90728,257.2699,0.003880942,1.672204,29.99987,9.689878,11.37327,12.76113,20.22977,274.7782,0.005276583,26.46354,29.02263,36.13705
8/6/2023 8:00,41,23.67627,13.99094,37.66733,0.6455166,205.225,31.21667,CC000000,1.246748,1.025308,616.08,98.48333,789.3945,33.0775,5.859483,4.61275,324.3167,4.00E+00,1254.175,1.057592,700.5975,198471,48.12833,34.71583,8C040000,8.93685,0.6917499,0.7239333,53.23,30.7,32.1575,0C100000,4,0,30.00014,29.99972,18.30513,82.12284,0.9416667,1,11.99282,11.99272,0.2582667,2.995806,29.99985,26.20556,13.3553,15.3034,15.86421,257.2693,0.003799733,1.671545,30.00032,9.623507,12.75655,11.82534,20.05911,274.773,0.0059522,26.11144,27.12874,35.92333
