TIMESTAMP,RECORD,no_Avg,no2_Avg,nox_Avg,flow_no_Avg,pres_no_Avg,temp_no_Avg,flags_no,so2_Avg,flow_so2_Avg,pres_so2_Avg,lamp_int_so2_Avg,lamp_volt_so2_Avg,temp_so2_Avg,cs_Avg,h2s_Avg,h2s_converter_Avg,flags_so2,co_Avg,flow_co_Avg,pres_co_Avg,agc_int_co_Avg,chamber_temp_co_Avg,temp_co_Avg,flags_co,o3_Avg,flow_a_o3_Avg,flow_b_o3_Avg,lamp_temp_o3_Avg,lamp_volt_o3_Avg,bench_temp_o3_Avg,flags_o3,operation_mode,system_status,case_temp_Avg,cap_temp_Avg,amb_temp_Avg,amb_rh_Avg,amb_pres_Avg,flow_control_Avg,bypass_flow_mas_Avg,bypass_flow_vol_Avg,vacuum_pump_pres_Avg,TeomA_flow_vol_Avg,TeomA_air_tube_Avg,TeomA_filter_load_Avg,TeomA_mass_conc_Avg,TeomA_1h_conc_Avg,TeomA_24h_conc_Avg,TeomA_frecuency_Avg,TeomA_noise_Avg,TeomB_flow_vol_Avg,TeomB_air_tube_Avg,TeomB_filter_load_Avg,TeomB_mass_conc_Avg,TeomB_1h_conc_Avg,TeomB_24h_conc_Avg,TeomB_frecuency_Avg,TeomB_noise_Avg,Dichot_conc_Avg,Dichot_1h_conc_Avg,Dichot_24h_conc_Avg
TS,RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg
15/6/2023 1:00,112,2.595525,5.869791,8.465308,0.6500583,205.31,29.95416,CC000000,0.817455,1.022475,613.6224,98.45834,786.2377,32.14583,4.428517,3.611133,324.375,4.00E+00,1160.658,1.053942,697.6174,198554.4,48.15417,33.88417,8C040000,16.46658,0.6889083,0.7204667,53.175,30.7,31.69167,0C100000,4,0,29.9998,30.00072,19.07821,81.01125,0.9378332,1,11.99282,11.99289,0.2586167,2.99584,29.99997,29.37936,1.777972,-16.15257,8.983562,257.2281,0.005855308,1.672062,29.99967,10.43695,11.88806,14.8466,19.5828,274.1699,0.004257875,13.66603,-1.305972,28.56637
15/6/2023 2:00,113,2.161408,5.040542,7.201966,0.6498583,205.1675,29.9825,CC000000,0.8893536,1.022067,613.3258,98.55833,786.3051,32.14417,4.052833,3.163517,324.55,4.00E+00,1139.492,1.053758,697.2225,198560.1,48.15166,33.89083,8C040000,17.34308,0.688825,0.7204583,53.21917,30.7,31.6525,0C100000,4,0,29.9999,30.00065,18.95083,80.96072,0.9374666,1,11.99254,11.99261,0.2583083,2.995381,29.99981,29.37425,8.129144,27.86761,10.13172,257.2277,0.007414167,1.672011,29.99959,10.48971,10.14813,8.545903,19.79015,274.1663,0.00378855,18.27727,36.41352,29.92187
15/6/2023 3:00,114,2.313808,5.269833,7.58365,0.6499333,205.145,30.05583,CC000000,1.00304,1.02125,612.9508,98.66666,786.5072,32.20167,4.11995,3.116867,324.4083,4.00E+00,1143.542,1.052942,696.8849,198545.1,48.1625,33.93166,8C040000,16.485,0.6883417,0.7198166,53.16167,30.7,31.74833,0C100000,4,0,29.99993,29.99957,18.86106,80.96176,0.937225,1,11.99298,11.99298,0.2579833,2.995263,29.99914,29.40829,8.417327,-0.5947395,10.18772,257.2274,0.003294375,1.671983,29.99967,10.55267,9.090227,10.32831,20.12303,274.163,0.003834475,17.50756,9.733566,30.31075
15/6/2023 4:00,115,2.866767,6.473133,9.339691,0.6492083,205.0175,30.02417,CC000000,0.8030106,1.021275,612.8549,98.60833,786.0019,32.19584,4.19675,3.39365,324.4417,4.00E+00,1156.042,1.053042,696.7,198556.2,48.15833,33.9125,8C040000,14.99108,0.6883333,0.7199,53.175,30.7,31.73583,0C100000,4,0,30.00022,30.00048,18.8324,80.7223,0.936925,1,11.99277,11.99282,0.2579333,2.995532,29.99969,29.46785,11.11442,10.9971,10.67078,257.2271,0.002913367,1.672222,29.99966,10.59522,9.125751,8.811645,20.40541,274.1592,0.00409055,20.24017,19.80875,31.07619
15/6/2023 5:00,116,2.090275,7.183291,9.273257,0.6491666,204.925,29.97583,CC000000,0.9480228,1.021408,612.6966,98.63333,786.0793,32.145,4.185183,3.237067,324.4667,4.00E+00,1185.042,1.052733,696.5775,198556.3,48.15583,33.87,8C040000,12.54365,0.6885083,0.7200333,53.16083,30.7,31.68083,0C100000,4,0,30.00005,30.00016,18.64712,79.2614,0.9367333,1,11.99197,11.99193,0.258175,2.995437,29.99958,29.49678,16.52864,11.72043,11.16182,257.2266,0.004541108,1.671648,30.00006,10.61564,10.42551,9.897176,20.6785,274.1549,0.004270408,26.95415,21.61761,31.84031
15/6/2023 6:00,117,4.470858,11.33342,15.80438,0.6482667,204.96,29.93083,CC000000,0.9695318,1.0219,612.82,98.53333,786.4398,32.065,4.316533,3.34695,324.5417,4.00E+00,1250.408,1.053442,696.6974,198569.2,48.15083,33.80666,8C040000,7.90915,0.68855,0.7199833,53.18333,30.7,31.6,0C100000,4,0,30.00013,29.99946,18.23108,78.82769,0.9368583,1,11.99312,11.99319,0.258125,2.995677,30.00022,29.52741,33.09069,33.03699,12.4546,257.2261,0.003218125,1.67196,30.00036,10.61223,10.36701,9.661396,20.92642,274.1501,0.004726433,43.45769,42.69838,33.38102
15/6/2023 7:00,118,6.352125,14.2265,20.57858,0.6488083,204.875,29.91417,CC000000,1.278232,1.022217,613.1166,98.55,787.1507,32.0375,4.4727,3.194467,324.475,4.00E+00,1280.767,1.053575,696.9375,198565.1,48.14917,33.775,8C040000,5.530091,0.6888416,0.7202833,53.19584,30.7,31.53583,0C100000,4,0,29.99999,30.00089,18.09723,78.87794,0.937225,1,11.99284,11.99282,0.2581333,2.995521,29.99981,29.57336,30.42325,22.69958,13.1219,257.2259,0.005902724,1.671915,30.00017,10.62755,14.17157,13.07013,21.32168,274.1441,0.005149091,44.59481,35.76971,34.44358
15/6/2023 8:00,119,10.02032,15.533,25.553,0.649025,205.075,29.94833,CC000000,0.9731606,1.022375,613.3358,98.525,787.5011,32.05583,4.785133,3.812083,324.4,4.00E+00,1293.633,1.053842,697.09,198570.7,48.1475,33.79917,8C040000,8.33725,0.6887249,0.7202333,53.1775,30.7,31.59833,0C100000,4,0,30.00022,30.00018,18.27532,79.05096,0.9373916,1,11.99251,11.99242,0.2581,2.995672,30.00021,29.64143,23.1464,32.01009,14.29532,257.2253,0.002750083,1.671988,30.00026,10.62415,17.10428,15.10707,21.79675,274.1372,0.005836674,40.25068,47.11715,36.09207
15/6/2023 9:00,120,45.41883,18.83767,64.25575,0.6503667,205.0275,30.06667,CC000000,1.436817,1.023642,613.5483,98.625,787.7336,31.64,5.0996,3.66275,324.3833,4.00E+00,1613.458,1.054033,697.4075,198582,48.14417,33.67833,8C040000,7.078641,0.6893584,0.7209333,53.17666,30.7,31.35333,0C100000,4,0,29.99989,30.00035,19.76736,73.97765,0.9378833,1,11.99275,11.99272,0.2588667,2.995588,30.00081,29.69418,22.61307,19.63296,14.6879,257.2244,0.003418983,1.671682,30.00006,10.64457,28.88309,19.2839,21.67132,274.1255,0.01508104,51.49616,38.91685,36.35921
15/6/2023 10:00,121,39.34108,18.15878,57.50033,0.6503166,205.1225,30.27083,CC000000,1.164987,1.022383,613.5075,98.55,787.9695,32.20167,5.575983,4.410933,324.4167,4.00E+00,1458.1,1.053933,697.4025,198527.1,48.14,34.07,8C040000,11.4367,0.68915,0.7207083,53.17,30.7,31.55,0C100000,4,0,30.00085,30.00088,21.87413,66.44146,0.9377833,1,11.9923,11.99244,0.2596667,2.995683,30.00146,29.87457,24.74063,25.45496,15.2899,257.2231,0.003807233,1.67196,30.00079,10.6752,45.58152,42.43052,21.79253,274.108,0.01444182,70.32214,67.88548,37.08244
15/6/2023 11:00,122,34.09792,18.36094,52.45866,0.6496583,205.21,30.28167,CC000000,1.293346,1.021475,613.585,98.53333,787.8111,32.71833,5.372366,4.0791,324.3417,4.00E+00,1420.033,1.053475,697.44,198501.2,48.14666,34.29083,8C040000,14.88575,0.68875,0.7204916,53.18083,30.7,31.96083,0C100000,4,0,29.99996,29.99917,23.079,63.14935,0.9378499,1,11.9924,11.9924,0.2598417,2.995683,29.99938,30.02092,32.85575,31.12818,15.89918,257.2218,0.00670775,1.671937,29.99972,10.73817,51.03176,51.02571,22.6332,274.0895,0.01172819,83.8875,82.15389,38.53238
15/6/2023 12:00,123,23.32902,15.71443,39.04275,0.6493167,205.1475,30.3,CC000000,1.541693,1.019858,613.395,98.55833,787.8212,33.34583,5.152216,3.610517,324.4,4.00E+00,1345.625,1.052933,697.17,198474.8,48.15333,34.45083,8C040000,19.78633,0.688525,0.7204416,53.21749,30.7,32.3375,0C100000,4,0,30.00046,30.00103,24.43293,59.28147,0.9374167,1,11.99388,11.99392,0.26025,2.996489,29.99949,30.04134,36.37529,36.26329,16.78559,257.2208,0.008924916,1.672142,29.99988,10.77731,36.73275,43.55201,23.54875,274.0766,0.009304124,73.10804,79.8153,40.33434
15/6/2023 13:00,124,25.46319,16.2238,41.68742,0.6495166,204.9375,30.41083,CC000000,2.080933,1.018667,612.9125,98.625,788.1076,33.65416,7.067266,4.986316,324.45,4.00E+00,1332.175,1.052308,696.5775,198452.9,48.1625,34.59166,8C040000,20.32141,0.6879083,0.7195833,53.23,30.7,32.58416,0C100000,4,0,29.99991,30.00047,25.85425,54.24411,0.936925,1,11.99265,11.9927,0.259925,2.995857,30.00008,30.12473,20.50737,23.88276,17.50083,257.22,0.009632091,1.671648,30.00004,10.79773,31.85812,31.1862,24.01593,274.0651,0.008951766,52.36549,55.06896,41.51676
15/6/2023 14:00,125,26.31799,16.82781,43.14525,0.6491166,204.7275,30.63416,CC000000,2.719483,1.017992,612.3116,98.43333,787.4843,33.55167,7.82725,5.107833,324.3833,4.00E+00,1310.25,1.051075,695.96,198431.5,48.16333,34.76,8C040000,20.55825,0.687225,0.719125,53.23916,30.7,32.74166,0C100000,4,0,30.00057,30.00029,27.25913,49.87529,0.9360333,1,11.99331,11.99331,0.2593083,2.99561,30.00024,30.21833,18.38617,20.60309,17.53253,257.2194,0.006759991,1.67175,30.00027,10.79943,36.46189,36.20858,24.57703,274.0528,0.009244525,54.84806,56.81168,42.10956
15/6/2023 15:00,126,26.28009,17.22096,43.50142,0.6489583,204.845,30.79583,CC000000,2.87485,1.018333,611.9766,98.5,786.8543,33.23833,8.531433,5.65665,324.4417,4.00E+00,1299.875,1.0508,695.6924,198424.9,48.15417,34.79833,8C040000,20.1975,0.6869916,0.7188833,53.2375,30.7,32.7,0C100000,4,0,30,30.00017,27.66889,48.51469,0.9356833,1,11.99303,11.99298,0.2593083,2.995761,29.99973,30.3817,21.79886,20.16998,17.84758,257.2184,0.002931875,1.671966,29.99978,10.80624,35.8875,34.20847,24.95971,274.0398,0.01040147,57.68636,54.37845,42.80729
15/6/2023 16:00,127,34.93717,15.9263,50.86358,0.6489333,204.7975,30.68167,CC000000,1.781347,1.018567,612.1308,98.53333,786.733,33.11833,7.685883,5.904466,324.4917,4.00E+00,1328.758,1.050842,695.77,198435.5,48.15916,34.67333,8C040000,15.99222,0.68715,0.7190834,53.23667,30.7,32.64666,0C100000,4,0,30.00057,30.00055,25.44967,57.73363,0.9359083,1,11.99284,11.99284,0.25945,2.995689,29.99995,30.48891,19.30145,19.8919,18.13195,257.2176,0.002867308,1.672119,29.99954,10.90834,37.92318,37.53781,25.26256,274.0264,0.009837175,57.22463,57.42971,43.39451
15/6/2023 17:00,128,42.25166,17.96992,60.22133,0.649375,204.985,30.37833,CC000000,1.314708,1.019783,612.6425,98.44167,786.5847,32.7425,7.2195,5.904816,324.4,4.00E+00,1404.183,1.051708,696.3075,198482.7,48.15417,34.34917,8C040000,10.00201,0.68775,0.7195083,53.20583,30.7,32.31,0C100000,4,0,29.99966,30.00064,23.03708,66.39857,0.93665,1,11.99308,11.9931,0.2594333,2.995845,29.99936,30.39531,17.45503,18.24275,18.21137,257.2166,0.002589741,1.671972,30.00011,10.92196,37.84544,38.39482,25.50405,274.0128,0.01017737,55.30047,56.63758,43.71542
15/6/2023 18:00,129,61.73667,21.18725,82.92458,0.6498917,204.9375,29.9675,CC000000,1.437308,1.021225,613.0391,98.5,787.1306,32.33083,7.92815,6.490833,324.475,4.00E+00,1566.042,1.05305,696.8025,198527.6,48.1575,33.99833,8C040000,5.417175,0.6883833,0.7201334,53.19917,30.7,31.87167,0C100000,4,0,30.00001,30.00019,20.90181,74.47159,0.9370583,1,11.99279,11.99277,0.258975,2.995526,29.99948,30.34596,18.32947,17.52206,18.33397,257.2156,0.0027521,1.672028,30.00016,10.8675,35.21792,36.62892,25.69288,273.9999,0.009738941,53.5474,54.15099,44.02685
15/6/2023 19:00,130,66.08791,22.61567,88.70441,0.6495583,204.9075,29.88416,CC000000,1.226602,1.021658,613.1833,98.525,786.9352,32.15916,5.517433,4.2909,324.4417,4.00E+00,1572.517,1.052975,696.915,198544.9,48.1525,33.90166,8C040000,3.753091,0.6884916,0.72005,53.16417,30.7,31.66333,0C100000,4,0,30.00006,30.00002,20.32492,76.51595,0.9371499,1,11.99244,11.99244,0.2591583,2.99547,29.99933,30.43956,20.97201,19.92006,18.54782,257.2148,0.003015675,1.672131,29.99998,10.91175,39.29103,36.76202,25.86204,273.986,0.009839592,60.26304,56.68208,44.40986
15/6/2023 20:00,131,37.02367,16.80925,53.83358,0.6505917,205.04,29.935,CC000000,1.228168,1.022117,613.5674,98.5,787.0058,32.13166,5.166183,3.938083,324.35,4.00E+00,1370.675,1.053725,697.2775,198544.5,48.14917,33.89,8C040000,5.879158,0.6889083,0.720425,53.175,30.7,31.6025,0C100000,4,0,29.99996,30.0001,19.95691,77.65637,0.9375583,1,11.99254,11.99254,0.2591667,2.995403,30.00036,30.48721,18.53422,20.12658,18.78844,257.214,0.002670158,1.672392,29.99977,10.89983,34.24821,38.98542,26.19764,273.9741,0.007477949,52.78243,59.112,44.98608
15/6/2023 21:00,132,25.04943,15.42521,40.47475,0.65,205.2675,29.90667,CC000000,1.034492,1.0226,613.9424,98.53333,787.6696,32.1275,6.45905,5.424516,324.4667,4.00E+00,1329.283,1.053925,697.65,198547.9,48.15083,33.8925,8C040000,7.314908,0.6889417,0.7206,53.14583,30.7,31.62083,0C100000,4,0,29.99987,29.99887,19.85873,78.14671,0.9380916,1,11.99261,11.99258,0.2593917,2.995386,29.99963,30.62335,14.64887,16.08224,18.84824,257.2133,0.002651608,1.672045,29.99985,10.94238,27.64643,28.44195,26.14206,273.9643,0.007213925,42.29529,44.52419,44.9903
15/6/2023 22:00,133,13.51083,13.96738,27.47833,0.6498833,205.255,29.92083,CC000000,1.084134,1.022208,613.6775,98.525,787.053,32.14083,6.3466,5.262416,324.375,4.00E+00,1256.883,1.0535,697.53,198542.3,48.15499,33.89666,8C040000,6.847366,0.6888834,0.7204167,53.19167,30.7,31.65917,0C100000,4,0,30.00016,29.99984,19.62283,78.88828,0.937875,1,11.99284,11.99279,0.2595083,2.99575,30.00039,30.61484,15.59816,15.21397,19.06129,257.2127,0.002795083,1.672119,30.00014,11.01726,22.75003,25.97978,26.1917,273.9564,0.006113941,38.34819,41.19374,45.25299
15/6/2023 23:00,134,12.55444,20.03391,32.58858,0.6498083,205.1275,29.965,CC000000,0.9476267,1.021883,613.5049,98.575,787.5516,32.16417,5.84905,4.901316,324.4583,4.00E+00,1363.767,1.053108,697.2225,198539,48.15583,33.90166,8C040000,0.8447005,0.6886166,0.7202166,53.18666,30.7,31.6825,0C100000,4,0,30.00005,29.99983,19.33547,79.22346,0.937475,1,11.99277,11.99272,0.259525,2.995566,30.00007,30.66079,16.64142,14.64207,19.0594,257.2121,0.002604175,1.671824,30.00037,10.97471,24.01139,21.46632,26.17075,273.9474,0.007494933,40.65282,36.10839,45.23016
16/6/2023 0:00,135,11.20429,19.29458,30.49958,0.6493666,205.2075,30.04167,CC000000,1.178002,1.021917,613.5975,98.55833,787.2821,32.15,5.702883,4.52495,324.5667,4.00E+00,1373.967,1.053367,697.205,198541.8,48.16333,33.89583,8C040000,0.600895,0.6885,0.7200167,53.14333,30.7,31.7,0C100000,4,0,30.00042,30.0005,18.8211,80.34819,0.9375666,1,11.99254,11.99256,0.259175,2.99528,30.0001,30.78502,23.02088,21.05915,19.22585,257.2112,0.002871983,1.672341,30.00006,11.03087,22.88708,26.41505,26.61565,273.9389,0.006674833,45.90796,47.4742,45.84151
16/6/2023 1:00,136,3.622525,18.81717,22.43983,0.6496583,205.1425,30.02583,CC000000,1.197612,1.0217,613.3849,98.58334,787.8683,32.1325,5.30065,4.103033,324.4417,4.00E+00,1301.875,1.053,697.08,198541.2,48.15499,33.8875,8C040000,0.6476987,0.6885166,0.7199833,53.14,30.7,31.7,0C100000,4,0,29.99967,30.00118,18.66612,80.93446,0.9374333,1,11.99279,11.99275,0.2592417,2.9958,29.99987,30.84798,22.94945,23.01504,20.85784,257.2103,0.002712908,1.671585,29.99986,11.03768,21.96678,19.52273,26.81049,273.9305,0.007015358,44.91622,42.53777,47.66833
16/6/2023 2:00,137,5.100883,18.2725,23.3735,0.6494083,205.0575,29.94083,CC000000,1.118415,1.021608,613.0825,98.425,787.3596,32.06667,4.968167,3.849766,324.45,4.00E+00,1318.525,1.052742,696.835,198547,48.16,33.83583,8C040000,0.1666388,0.6883583,0.7199417,53.1625,30.7,31.60667,0C100000,4,0,30.00019,29.99932,18.01684,82.36897,0.9369749,1,11.99251,11.99251,0.2593083,2.995761,30.00012,30.87181,25.48043,24.14587,20.70277,257.2095,0.00284205,1.672045,30.00014,11.02406,20.43518,23.08765,27.4164,273.923,0.006057591,45.91561,47.23352,48.11916
16/6/2023 3:00,138,3.989925,17.50175,21.49133,0.6497083,205.0825,29.97583,CC000000,1.149013,1.021667,613.195,98.59167,787.5617,32.0975,5.146883,3.997833,324.4917,4.00E+00,1298.492,1.053025,696.87,198542.6,48.16167,33.86833,8C040000,0.7286589,0.6884416,0.7198166,53.15667,30.7,31.62833,0C100000,4,0,29.99945,29.9998,17.82504,83.48495,0.9370083,1,11.99291,11.99296,0.259475,2.995773,29.99987,30.91435,25.46749,27.14948,21.85877,257.2088,0.002866008,1.672079,30.00001,11.0581,17.4337,17.52883,27.71642,273.9168,0.005730883,42.9012,44.6783,49.5752
16/6/2023 4:00,139,3.205266,13.88708,17.09183,0.650475,204.955,30.03666,CC000000,1.079717,1.021592,613.2941,98.475,787.9357,32.12083,5.00525,3.925517,324.4333,4.00E+00,1245.858,1.0527,696.9675,198539.3,48.15833,33.89167,8C040000,3.628166,0.6882083,0.7198417,53.16583,30.7,31.7,0C100000,4,0,30.00064,29.99912,17.95471,83.53212,0.9371499,1,11.99279,11.99287,0.2589667,2.995358,29.99981,30.97221,22.95931,23.0615,22.36146,257.2081,0.002745258,1.671943,30.00002,11.08873,16.20291,17.13582,28.06326,273.9108,0.00505065,39.16221,40.19732,50.42472
16/6/2023 5:00,140,23.70421,18.23958,41.94466,0.65005,205.015,29.92833,CC000000,1.297792,1.021842,613.4058,98.49167,787.9627,32.05166,4.90315,3.605417,324.4917,4.00E+00,1406.542,1.053,697.025,198547.1,48.15499,33.82167,8C040000,0.9001425,0.6884583,0.7198499,53.1575,30.7,31.62667,0C100000,4,0,29.99982,30.0002,17.44397,83.07039,0.9371833,1,11.99265,11.99251,0.259175,2.995353,29.99967,30.98413,25.42846,23.34524,22.84583,257.2074,0.002649742,1.671869,29.99996,11.11256,15.97215,15.34507,28.29026,273.9045,0.006272667,41.40061,38.69031,51.13608
16/6/2023 6:00,141,10.67002,17.30475,27.97458,0.6497833,205.045,29.8825,CC000000,1.00257,1.022217,613.5099,98.475,787.9459,31.99583,5.000683,3.9981,324.475,4.00E+00,1308.808,1.05345,697.1825,198556.3,48.14917,33.76583,8C040000,0.7930679,0.6887833,0.7205583,53.115,30.7,31.50083,0C100000,4,0,29.99993,30.00053,17.27623,83.0815,0.9374167,1,11.99301,11.99296,0.2591083,2.995991,29.99999,30.98413,24.88688,27.63969,22.62094,257.2067,0.002656733,1.671898,30.00012,11.11426,16.6907,17.64468,28.62289,273.8983,0.005035416,41.57758,45.28437,51.24383
16/6/2023 7:00,142,20.79975,17.04858,37.84783,0.6496583,205.17,29.85833,CC000000,1.1495,1.022608,613.7725,98.5,788.805,31.97833,5.327583,4.178017,324.425,4.00E+00,1339.883,1.053817,697.4974,198556.2,48.15583,33.75417,8C040000,2.181314,0.6890666,0.7206583,53.14917,30.7,31.49833,0C100000,4,0,29.99978,30.00011,17.25481,82.73165,0.9379833,1,11.99265,11.99265,0.259075,2.995577,30.00044,30.93818,22.22503,21.1984,22.55839,257.2059,0.002661858,1.671517,30,11.13298,16.58003,14.29567,28.67396,273.8916,0.00648295,38.80506,35.49407,51.23235
16/6/2023 8:00,143,22.92871,17.56975,40.49775,0.6506916,205.105,29.91666,CC000000,1.072409,1.02265,614.0975,98.51667,789.024,32.01417,5.333867,4.261384,324.5,4.00E+00,1451.008,1.053933,697.7825,198548.5,48.1575,33.77917,8C040000,3.825567,0.6891333,0.7208917,53.17833,30.7,31.55083,0C100000,4,0,30.00006,29.99936,17.54166,81.42624,0.938225,1,11.99263,11.99265,0.25965,2.995677,30.00007,31.07092,22.20678,22.22985,22.15088,257.2052,0.002806383,1.672045,29.99997,11.14149,21.32945,19.20392,28.84466,273.8832,0.008422215,43.53624,41.43377,50.99554
16/6/2023 9:00,144,58.71758,21.13628,79.855,0.6508083,205.0925,29.93167,CC000000,1.416953,1.023058,614.1625,98.45834,789.0374,31.9675,5.594817,4.17785,324.3833,4.00E+00,1653.975,1.054433,698.0225,198552.5,48.14167,33.76083,8C040000,6.127708,0.6895583,0.7211167,53.17167,30.7,31.47833,0C100000,4,0,30.00014,29.99953,20.20707,72.94924,0.9386416,1,11.99221,11.99225,0.259925,2.995616,29.99999,31.17472,30.69336,25.13841,22.38027,257.204,0.002974292,1.671807,30.00013,11.20956,39.58309,28.71543,29.23764,273.8675,0.01508632,70.27645,53.85384,51.61791
16/6/2023 10:00,145,36.07855,17.72082,53.79824,0.6507167,205.2725,30.17,CC000000,1.486495,1.023317,614.4075,98.65833,788.3434,32.07417,5.738516,4.25205,324.4083,4.00E+00,1415.767,1.054575,698.0949,198527.1,48.14833,33.94167,8C040000,11.43262,0.689575,0.7211,53.1925,30.7,31.49917,0C100000,4,0,30.00006,29.99989,22.10149,65.63733,0.938825,1,11.99277,11.99277,0.2597667,2.995717,30.00065,31.37724,32.57387,36.30209,22.83224,257.2027,0.003136275,1.67192,30.00008,11.21807,58.96819,55.94294,29.80066,273.8463,0.01356964,91.54206,92.24503,52.63289
16/6/2023 11:00,146,36.58441,16.5524,53.13708,0.6502666,205.285,30.33167,CC000000,1.535503,1.020992,614.0225,98.5,788.7443,32.93083,6.260983,4.7254,324.3833,4.00E+00,1346.192,1.053408,697.72,198463,48.1525,34.3975,8C040000,14.69947,0.688575,0.7203333,53.2,30.7,32.11833,0C100000,4,0,30.00016,30.00022,23.77351,60.20514,0.9383333,1,11.99251,11.99251,0.2608,2.995991,30.00053,31.48104,27.75888,26.39194,22.63489,257.2018,0.002757283,1.672102,29.99981,11.31677,50.01861,52.53772,29.86366,273.8292,0.01279458,77.77749,78.92966,52.49855
16/6/2023 12:00,147,26.80753,16.42385,43.23158,0.65075,205.215,30.62583,CC000000,2.291,1.019483,613.6674,98.55833,789.1216,33.32333,9.361433,7.070616,324.5167,4.00E+00,1309.667,1.052142,697.275,198433.3,48.15417,34.61333,8C040000,19.1685,0.6879166,0.7199749,53.22667,30.7,32.52417,0C100000,4,0,30.00004,29.9994,25.09293,57.11454,0.9377,1,11.99287,11.99287,0.2606417,2.99598,30.00027,31.57294,29.64476,29.32658,22.34586,257.2008,0.002772758,1.671812,30.00013,11.36612,45.47523,48.30899,30.06187,273.8131,0.01189809,75.11999,77.63557,52.40773
16/6/2023 13:00,148,28.46029,19.384,47.84417,0.6501166,205.2225,30.77917,CC000000,2.87255,1.018583,613.3133,98.56667,789.29,33.53667,9.251883,6.3793,324.425,4.00E+00,1344.583,1.051675,696.865,198419,48.16083,34.75083,8C040000,20.33733,0.6874916,0.7193916,53.24166,30.7,32.75417,0C100000,4,0,30.00031,30.0004,27.03718,51.29701,0.9370916,1,11.99275,11.9927,0.2601833,2.995526,29.99994,31.57464,31.73519,32.09132,22.68789,257.1996,0.00297345,1.671909,29.99986,11.3457,43.65345,44.0436,30.59759,273.7975,0.01229637,75.38864,76.13493,53.28548
16/6/2023 14:00,149,26.83492,17.16595,44.00092,0.6494916,205.235,30.89083,CC000000,2.725467,1.017967,613.0075,98.54166,789.152,33.67333,8.312984,5.58735,324.3667,4.00E+00,1281.183,1.051175,696.5674,198399.7,48.1625,34.8625,8C040000,20.75433,0.6872166,0.7191666,53.23417,30.7,32.925,0C100000,4,0,30.00011,30.00031,27.49715,49.49386,0.9368083,1,11.99272,11.9927,0.2609667,2.995722,30.00018,31.83841,29.20578,31.16631,23.12802,257.1985,0.002469308,1.672131,30.00016,11.37633,45.12944,44.93281,30.9611,273.7814,0.01207412,74.33521,76.09911,54.08912
16/6/2023 15:00,150,30.77442,17.90252,48.67775,0.6504583,205.115,30.82333,CC000000,2.390617,1.017808,612.8041,98.61667,789.1317,33.6375,7.879817,5.489217,324.35,4.00E+00,1315.342,1.051008,696.34,198411,48.15166,34.79,8C040000,19.26875,0.6871,0.7191,53.23916,30.7,32.88334,0C100000,4,0,29.99987,29.99986,27.91237,47.55769,0.93655,1,11.99345,11.99327,0.26,2.996209,30,31.86224,23.85568,25.97631,23.36995,257.1976,0.00264655,1.671739,29.99967,11.39505,43.2988,43.85843,31.36318,273.7661,0.01197579,67.15448,69.83474,54.73314
16/6/2023 16:00,151,36.69025,17.96613,54.65633,0.6501417,204.955,30.715,CC000000,1.945577,1.017983,612.5683,98.43333,788.1749,33.47583,8.487117,6.541717,324.2833,4.00E+00,1359.925,1.050925,696.1299,198418.4,48.16167,34.675,8C040000,14.96537,0.6869166,0.718875,53.2325,30.7,32.76083,0C100000,4,0,29.99967,30.00035,26.34389,55.47175,0.9363083,1,11.99331,11.99334,0.2604667,2.996248,29.99984,31.9218,19.53682,20.28647,23.38639,257.1967,0.0026719,1.672017,29.99986,11.42058,44.50789,42.74518,31.58016,273.7501,0.01214605,64.04471,63.03164,54.96655
16/6/2023 17:00,152,41.29083,20.27128,61.5625,0.6495833,204.9875,30.2825,CC000000,1.640603,1.019025,613.0242,98.53333,788.3232,33.09,6.976117,5.335416,324.4667,4.00E+00,1366.1,1.051508,696.4124,198468.5,48.15833,34.36833,8C040000,10.47243,0.6874,0.7191166,53.2225,30.7,32.47833,0C100000,4,0,29.99978,29.99977,23.9736,63.64527,0.9366167,1,11.99327,11.99322,0.2600917,2.995845,29.99984,31.95243,21.40796,22.02472,23.54397,257.1956,0.002567158,1.672131,29.99985,11.4461,47.32735,47.18842,31.94656,273.7333,0.01166967,68.73531,69.21314,55.49053
